"id","category","objective","persona","title","prompt","tags","level","heartbeat","expected_output"
"M139","Apprentissage & Carrière","Cibler","Consultant","Mon plan pour augmenter mon TJM de X% en 6 mois","Construis-moi un plan en 6 mois pour augmenter mon TJM de X%.

MON CONTEXTE
- TJM actuel : [À COMPLÉTER]
- TJM cible : [À COMPLÉTER]
- Domaine : [À COMPLÉTER]

LEVIERS
- Repositionnement : monter en gamme dans ma niche (vs me généraliser)
- Spécialisation : devenir LE référent sur un sous-thème
- Visibilité : créer du contenu / passer des conférences / être cité
- Asset : produire un livre / framework / cours qui légitime
- Sélection : oser refuser des missions sous le nouveau TJM

PLAN 6 MOIS
- Mois 1 : repositionnement + nouveau pricing affiché
- Mois 2-3 : production de contenu d'autorité
- Mois 4 : événement / asset majeur
- Mois 5 : 3 nouvelles missions au nouveau TJM
- Mois 6 : consolidation + ajustement

KPIs et risques associés.","TJM,consultant,plan-6-mois,pricing","avancé","non","Plan 6 mois augmentation TJM"
"M140","Communauté & Événements","Activer","Consultant","Plan pour speaker dans 3 conférences ce semestre","Construis-moi un plan d'action pour candidater et speaker dans 3 conférences pertinentes ce semestre.

MA SPÉCIALITÉ
[À COMPLÉTER]

CONFÉRENCES À VISER
- Type : [À COMPLÉTER : sectorielles / professionnelles / fonctionnelles]
- Géographie : [À COMPLÉTER]
- Niveau de prestige souhaité

LE PLAN
1. Identification : 10 conférences candidates avec call for speakers ouvert ou prévu
2. Pitch : 3 abstracts différents que je peux soumettre selon les thèmes attendus
3. Calendrier de soumission : dates limites de candidature
4. Préparation post-acceptation : présentation + amplification LinkedIn

DELIVRABLES
- Liste 10 conférences avec deadlines
- 3 abstracts prêts à soumettre
- Plan de promotion en cas d'acceptation","speaker,conferences,3-talks,consultant","avancé","non","Plan complet de candidature speaker"
"M141","Recherche d'emploi","Découvrir","Consultant","Opportunités de salariat ou de CDI freelance dans mon scope","Sans renoncer au freelance, identifie les opportunités hybrides ou de CDI qui pourraient m'intéresser : Head of, Director, ou rôles de freelance ""intégré"".

MON CONTEXTE
- Domaine : [À COMPLÉTER]
- TJM actuel : [À COMPLÉTER]
- Ce qui me motiverait à reprendre un poste salarié : [À COMPLÉTER]

OPPORTUNITÉS À DÉTECTER
- Postes Head of / Director correspondant à ma spécialité
- Rôles de ""fractional"" (CFO, CMO, CTO à temps partagé)
- Rôles de Partner dans des cabinets
- Rôles d'intrapreneur dans des grands groupes

POUR CHAQUE OPPORTUNITÉ
- Boîte + rôle + niveau de visibilité (offre vs marché caché)
- Fit avec mon profil
- Mon angle d'approche","consultant,salariat,fractional,leadership","avancé","non","Opportunités hybrides curatées"
"M142","Sourcing & Recrutement","Découvrir","Consultant","Sous-traitants potentiels pour mes gros projets","Identifie 10 freelances que je pourrais sous-traiter pour mes projets en surcharge.

MON SCOPE
[À COMPLÉTER : type de projets que je traite]

PROFILS RECHERCHÉS
- Junior à mi-senior (TJM 1.5-2x inférieur au mien)
- Compétences cohérentes avec mes livrables
- Disponibilité partielle (5-15j / mois idéalement)
- Reputation pro (références, posts, recommandations)

POUR CHAQUE FREELANCE
- Profil + TJM estimé
- Pourquoi pertinent pour mon scope
- Premier contact (test mission de 2-3 jours pour valider la collab)","sous-traitance,freelances,consultant,scaling","intermédiaire","non","10 freelances sous-traitants potentiels"
"M143","Recherche d'emploi","Cibler","Manager","Mes 5 boîtes en hyper-croissance compatibles avec mon profil leadership","Identifie 5 boîtes en hyper-croissance (Série B+ ou pré-IPO) qui pourraient avoir besoin de mon profil leadership.

MON PROFIL
- Niveau actuel : [À COMPLÉTER]
- Domaine : [À COMPLÉTER]
- Type d'équipe gérée : [taille + profils]

CRITÈRES
- Levée Série B+ dans les 12 derniers mois
- Croissance employees >40% sur 12 mois
- Ouverture de nouveaux marchés / nouvelle BU
- Pas de mon niveau leadership encore en place

POUR CHAQUE BOÎTE
- Pourquoi elle a probablement besoin de mon profil
- Personne à contacter (CEO, CTO, COO)
- Hook d'approche : value-add specific au stade de la boîte","leadership,scale-up,hyper-croissance,manager","avancé","non","5 boîtes scale-up avec angle leadership"
"M144","Recherche d'emploi","Activer","Manager","Pitch de candidature spontanée pour [BOÎTE] visant [POSTE]","Rédige un pitch de candidature spontanée pour [BOÎTE] où je vise [POSTE LEADERSHIP].

CONTEXTE
- Mon parcours : [À COMPLÉTER]
- Mes 3 réalisations majeures : [À COMPLÉTER]
- Pourquoi cette boîte spécifiquement : [À COMPLÉTER]
- Pourquoi maintenant : [À COMPLÉTER : signal qu'ils ont]

LE PITCH (format DM ou email)
- Maximum 8 phrases
- Hook qui montre que j'ai compris leur business
- Articulation ROI : ce que je peux leur apporter en chiffres
- Référence à un challenge spécifique qu'ils traversent
- CTA : 30 min pour échanger sur leur prochaine étape

3 variantes :
- ""Operator"" : je viens des tranchées, je reconstruis
- ""Strategist"" : je vois où aller, je guide
- ""Builder"" : je crée de zéro, je structure","candidature-spontanee,3-variantes,leadership","avancé","non","3 pitches de candidature leadership"
"M145","Recherche d'emploi","Cibler","Founder","Postes opérationnels pour me reconvertir si ma boîte ne marche pas","Plan B : identifie les postes vers lesquels je pourrais pivoter si ma boîte actuelle ne décolle pas, en valorisant mon expérience entrepreneuriale.

MON PARCOURS DE FOUNDER
- Boîte : [À COMPLÉTER]
- Compétences développées : [À COMPLÉTER]
- Domaine de la boîte : [À COMPLÉTER]

POSTES POTENTIELS À VISER
- Operator dans une scale-up (Head of Ops, Chief of Staff, Head of Growth)
- Investisseur (analyst, principal junior dans un VC)
- Product / GM dans un grand groupe
- Founder en série (rejoindre comme co-founder une autre boîte)
- Operating Partner dans un fond

POUR CHAQUE OPTION
- Pourquoi mon parcours match
- Boîtes / fonds typiques qui valorisent ce profil
- Mon angle de pitch
- Personnes à contacter dans mon réseau","plan-B,founder,reconversion,operator","avancé","non","Plan de reconversion founder"
"M146","Recherche d'emploi","Activer","Sales","Lettre de motivation et message de candidature pour [POSTE SALES]","Rédige les supports de candidature pour [POSTE] chez [BOÎTE] : lettre + DM au recruteur + DM au futur manager.

MON PROFIL SALES
- Mes chiffres clés : [À COMPLÉTER : quotas, atteintes, deals signés]
- Mes méthodes : [À COMPLÉTER : MEDDIC, Challenger, autre]
- Pourquoi je vise cette boîte spécifiquement : [À COMPLÉTER]

LE PACK
1. LETTRE / EMAIL DE MOTIVATION (10 phrases max)
   - Hook qui montre que je comprends leur GTM
   - 3 réussites chiffrées (ne pas tout déballer)
   - Articulation ROI clair
   - Compréhension de leurs challenges actuels
   - CTA explicite

2. DM RECRUTEUR (5 phrases max)
   - Référence concrète à leurs posts ou actualités
   - Pourquoi je suis particulier (1 ligne)
   - Demande explicite de call

3. DM FUTUR MANAGER (5 phrases max)
   - Référence à un de ses posts ou réussites
   - Pourquoi je peux contribuer à son équipe
   - CTA léger","candidature-sales,3-supports,job-seeker","avancé","non","3 supports de candidature sales"
"M147","Recherche d'emploi","Cibler","Investisseur","Mes opportunités de switch vers un autre fond ou un poste corporate","Sans bouger de l'industrie, identifie les fonds ou postes corporate qui pourraient m'offrir une étape de carrière intéressante.

MON PROFIL
- Fond actuel : [À COMPLÉTER]
- Niveau : [À COMPLÉTER : Analyst / Associate / Principal / Partner]
- Spécialité : [À COMPLÉTER : secteur ou stade]

OPPORTUNITÉS POSSIBLES
- Switch vers un fond plus prestigieux (mêmes fonctions mais brand premium)
- Switch vers un fond spécialisé (deeper expertise)
- Corporate development d'une scale-up (CVC ou M&A)
- Operator role chez un de mes investissements
- Création de mon propre fond (avec LP commitments)

POUR CHAQUE OPTION
- Pourquoi pertinent à mon stade de carrière
- Boîtes / fonds typiques
- Risques / trade-offs","investisseur,carriere,switch,opportunites","avancé","non","Cartographie des moves carrière VC"
"M148","Networking & Relations","Activer","Job seeker","Plan de réactivation de mon réseau dormant","Construis-moi un plan pour réactiver intelligemment mon réseau dormant pendant ma recherche d'emploi.

MON RÉSEAU DORMANT
- Définir : personnes que je n'ai pas contactées depuis 12+ mois mais qui me connaissent
- Volume estimé : [À COMPLÉTER]

LE PLAN
1. Tri par utilité : qui peut m'aider concrètement vs qui c'est juste sympa de revoir
2. Personnalisation : pour chaque ""haute utilité"", un message custom
3. Cadence : pas tout en même temps (max 3-5 / semaine pour rester authentique)
4. Format : pas ""j'ai besoin d'aide"", plutôt ""comment vas-tu, voici où j'en suis""

DELIVRABLES
- Top 20 personnes à reconnecter en priorité (avec hook personnalisé)
- Template de message neutre + variantes selon contexte
- Plan de relance progressive sur 4 semaines","reseau-dormant,reactivation,job-seeker,plan-4-semaines","intermédiaire","non","Plan de réactivation 4 semaines"
"M149","Levée de fonds","Découvrir","Founder","Family offices et investisseurs alternatifs dans mon réseau","Identifie les family offices, holdings privées et investisseurs alternatifs qui pourraient compléter une ronde ""classique"".

MA BOÎTE
- Stade : [À COMPLÉTER]
- Ticket cherché : [À COMPLÉTER]

PROFILS À DÉTECTER
- Family offices visibles sur LinkedIn (rare mais existant)
- Holdings privées d'industriels qui investissent en startup
- Investisseurs étrangers (Asie, Moyen-Orient) actifs dans mon secteur
- Plateformes de financement participatif tier 1
- Crowdequity (Anaxago, Sowefund, etc. en France)

POUR CHAQUE PROFIL
- Type d'investisseur
- Ticket habituel
- Process et timing de décision
- Comment l'approcher","family-office,holding,sources-alternatives,founder","avancé","non","Sources de financement alternatives"
"M150","Levée de fonds","Cibler","Founder","Ordre d'attaque optimal pour ma roadmap de levée","Construis-moi un ordre d'attaque optimal pour rencontrer les VCs de ma roadmap de levée.

CONTEXTE
- Mes 15 VCs cibles classés par tier (top 5 / 5 mid / 5 backup) : [À COMPLÉTER]
- Date prévisionnelle de closing : [À COMPLÉTER]

PRINCIPES
- Commencer par les ""tier 3"" pour s'entraîner et affiner le pitch
- Activer les ""tier 2"" en milieu de cycle (signaux d'intérêt = leverage pour tier 1)
- Finir par les ""tier 1"" quand le pitch est rodé et qu'on a déjà des signaux
- Garder 2-3 ""tier 2"" en réserve pour activer si tier 1 n'aboutit pas

LE CALENDRIER
- Semaines 1-2 : tier 3 (rodage)
- Semaines 3-5 : tier 2 (génération de leverage)
- Semaines 6-9 : tier 1 (closing)
- Semaines 10-12 : term sheet, due diligence, closing

Pour chaque VC : date d'approche optimale + warm intro à mobiliser.","roadmap-levee,ordre-attaque,founder,12-semaines","avancé","non","Plan d'attaque levée 12 semaines"
"M151","Levée de fonds","Activer","Founder","One-pager investisseurs prêt à envoyer","Rédige le contenu d'un one-pager (1 page A4) à envoyer à des investisseurs en preview.

MA BOÎTE
- Nom + tagline en 1 phrase
- Mission : [À COMPLÉTER]
- Stade : [À COMPLÉTER]
- Ticket cherché : [À COMPLÉTER]
- Valorisation cible : [À COMPLÉTER]

LES SECTIONS DU ONE-PAGER
1. Hero : Tagline + 1 chiffre choc
2. Problem : Le marché en 3 lignes
3. Solution : Mon produit en 3 lignes
4. Traction : 3-5 chiffres clés (revenue, growth, retention, NPS, customers)
5. Market : Tam / Sam estimé + positioning
6. Team : 3 fondateurs / key hires en 1 ligne chacun
7. Round : What we're raising + use of funds
8. Contact : Un email pro + un calendly

CONTRAINTES
- Tout doit tenir sur 1 page A4
- Lisible en 60 secondes
- Stat / chiffre dans chaque section","one-pager,fundraising,founder,investisseurs","avancé","non","One-pager structuré complet"
"M152","Levée de fonds","Surveiller","Investisseur","Founders de mon portfolio en train de préparer leur next round","Surveille les founders de mon portfolio et alerte-moi quand l'un d'eux est en train de préparer une nouvelle levée.

MON PORTFOLIO
[À COMPLÉTER : noms]

SIGNAUX D'UNE LEVÉE EN PRÉPARATION
- Augmentation drastique de la communication (3+ posts / semaine)
- Annonces de milestones (clients, traction, hires)
- Posts du founder sur ""ce qui se passe"" dans la boîte
- Hires d'un Head of Finance / CFO
- Recrutement d'un advisor externe (consultant en levée)
- Activité accrue avec d'autres VCs (visible via likes / commentaires)

Format : ""[Founder] | [Signal détecté] | [Action recommandée : appel proactif / follow-on / intro]"".","portfolio,next-round,heartbeat,investisseur","avancé","oui","Veille des next rounds portfolio"
"M153","Levée de fonds","Cibler","Founder","Mes 10 LP / business angels prioritaires qui n'ont pas levé récemment","Identifie 10 business angels et LP de mon réseau qui n'ont pas annoncé d'investissement récent — ils sont peut-être prêts pour de nouveaux deals.

PROFIL CIBLÉ
- Business angels actifs ces dernières années
- Mais pas d'annonce d'investissement dans les 6 derniers mois (= ""fresh book"")
- Profile cohérent avec mon ICP investisseur

POUR CHAQUE TOP 10
- Profil rapide
- Type de deals qu'ils font habituellement (ticket + secteur)
- Pourquoi mon deal pourrait les intéresser
- Hook d'approche
- Warm intro disponible","angels-fresh,founder,top-10,prospection-VC","avancé","non","10 angels frais à approcher"
"M154","Levée de fonds","Activer","Founder","Réponses préparées aux 10 questions que je vais me prendre en pitch","Prépare-moi les réponses aux 10 questions les plus probables que je vais me prendre en pitch VC.

MON CONTEXTE
- Mon produit : [À COMPLÉTER]
- Stade : [À COMPLÉTER]
- Ma traction : [À COMPLÉTER]

LES 10 QUESTIONS PROBABLES
1. ""Pourquoi vous, pourquoi maintenant ?""
2. ""Quelle est votre defensibilité long-terme ?""
3. ""Quels sont vos pires concurrents ?""
4. ""Comment se compose votre équipe et qui manque ?""
5. ""Quel est votre go-to-market ?""
6. ""Que se passe-t-il si [un grand acteur] entre sur votre marché ?""
7. ""Pourquoi ce pricing ?""
8. ""Quel est votre taux de churn et pourquoi ?""
9. ""Qu'utilisez-vous comme fonds dans cette levée ?""
10. ""Quel est le worst-case scenario et comment le gérez-vous ?""

POUR CHAQUE QUESTION
- Réponse courte (60 secondes max)
- 2-3 chiffres / preuves à dégainer
- Anti-piège : ce qu'il NE faut PAS dire","pitch-prep,VC,10-questions,founder","avancé","non","Réponses préparées 10 questions VC"
"M155","Sourcing & Recrutement","Activer","Founder","Plan d'attaque pour recruter un Head of Sales en 60 jours","Construis-moi un plan d'action pour recruter un Head of Sales en 60 jours.

MON CONTEXTE
- Stade boîte : [À COMPLÉTER]
- Équipe sales actuelle : [À COMPLÉTER]
- ICP du Head of Sales recherché : [À COMPLÉTER : background, années, taille équipe gérée]
- Salary range + equity : [À COMPLÉTER]

PHASE 1 — Définition (J1 à J7)
- Brief précis (mission, ownership, KPIs)
- Profil idéal vs profil acceptable
- Process d'entretien (4 étapes max)

PHASE 2 — Sourcing (J8 à J30)
- Top 30 candidats potentiels (avec mon réseau + signaux LinkedIn)
- 3 vagues de sourcing (warm intros / cold premium / cold standard)
- 50 messages personnalisés à envoyer

PHASE 3 — Évaluation (J20 à J50)
- 8-10 entretiens approfondis
- Cas business pratique
- References checks parallèles

PHASE 4 — Closing (J50 à J60)
- Offre + closing
- Plan d'onboarding 30-60-90

POUR CHAQUE PHASE
- Actions concrètes par semaine
- KPIs de suivi
- Plan B si retard","head-of-sales,plan-60-jours,founder,recrutement-cle","avancé","non","Plan complet recrutement Head of Sales"
"M156","Sourcing & Recrutement","Surveiller","Founder","Talents techniques rares qui rentrent sur le marché","Surveille en continu les talents techniques rares (que je n'arrive pas à embaucher facilement) et alerte-moi dès qu'un d'eux émet un signal de mouvement.

MES PROFILS RARES
[À COMPLÉTER : ex. ML engineer senior français, lead architect Rust, data scientist healthcare, etc.]

SIGNAUX
- Activation ""Open to Work""
- Ancienneté >3 ans dans le poste actuel
- Posts critiques de leur boîte
- Like de posts de recruteurs ou de communautés tech
- Mise à jour profil
- Participation à des événements tech (= signal de réseautage actif)

Format : ""[Profil] | [Personne] | [Signal] | [Action immédiate]"".","talents-rares,heartbeat,founder,sourcing-strategique","avancé","oui","Veille talents rares en mouvement"
"M157","Sourcing & Recrutement","Cibler","Manager","Mes 10 candidats top sur le brief [POSTE] à pousser cette semaine","Sors-moi les 10 meilleurs candidats sur mon brief actuel à pousser activement cette semaine.

LE BRIEF
[À COMPLÉTER]

CRITÈRES DE PRIORITISATION
- Adéquation technique stricte
- Probabilité de réponse (signaux d'activité, ancienneté du poste actuel)
- Bougeabilité (comparé au marché)
- Pas déjà sollicité par d'autres recruteurs (à inférer)

POUR CHAQUE TOP 10
- Score d'adéquation /100
- Score de bougeabilité /100
- Hook personnalisé
- Plan B si pas de réponse à J+5","manager,top-10,sourcing-actif,brief","intermédiaire","non","Top 10 candidats actionables"
"M158","Sourcing & Recrutement","Activer","Recruteur","Approche personnalisée pour [CANDIDAT PASSIF DIFFICILE]","Rédige une approche pour [NOM] qui est un candidat passif difficile : senior, sollicité, sans signal ""Open to Work"".

CONTEXTE
- Son profil : [À COMPLÉTER : poste, boîte, parcours]
- Mon poste : [À COMPLÉTER]
- Ce qui le distingue (et m'intéresse) : [À COMPLÉTER]

CONTRAINTES SPÉCIALES
- Il reçoit probablement 3-5 messages de recruteurs / semaine
- Premier message doit se distinguer en 5 secondes
- Pas de pitch direct du poste
- Apport de valeur immédiat (insight sectoriel, question pointue, recommandation)

3 VARIANTES
- ""Tech-respect"" : référence à un projet open source / talk / paper
- ""Humble curieux"" : question pointue qui valorise son expertise
- ""Insight-driven"" : un fait sectoriel qu'il ne sait peut-être pas","sourcing,passif-difficile,3-variantes,recruteur","avancé","non","3 messages pour candidat passif difficile"
"M159","Sourcing & Recrutement","Découvrir","Manager","Talents internes (transfert) avant d'embaucher en externe","Avant de lancer un recrutement externe, identifie les talents internes (dans ma boîte) qui pourraient pivoter vers le poste cherché.

LE POSTE OUVERT
[À COMPLÉTER]

CRITÈRES POUR UN TRANSFERT INTERNE
- Compétences proches (60%+ déjà acquises)
- Signaux d'envie de bouger (post LinkedIn, like de posts de carrière)
- Bonne réputation interne
- Disponibilité (pas en mission critique sans backup)

POUR CHAQUE INTERNE POTENTIEL
- Pourquoi le match
- Lacunes à combler (formation, mentoring)
- Comment l'aborder pour vérifier l'envie sans déclencher des attentes
- Bénéfice pour la boîte (rétention, motivation, économie sourcing)","transfert-interne,manager,talent-pool","intermédiaire","non","Liste de candidats internes potentiels"
"M160","Sourcing & Recrutement","Cibler","Recruteur","Mon plan de remontée de qualité de mon vivier candidats","Construis-moi un plan pour améliorer la qualité de mon vivier candidats sur 90 jours.

MON CONTEXTE
- Vivier actuel : [À COMPLÉTER : volume + qualité estimée]
- Domaines : [À COMPLÉTER]

LEVIERS
- Sourcing actif (passer plus de temps sur les profils premium plutôt que la masse)
- Inbound : créer du contenu LinkedIn pour attirer
- Communautés : intégrer 2-3 communautés où mes profils traînent
- Référent : système de cooptation interne et externe
- Database : nettoyer / scorer mon vivier actuel

PLAN 30/60/90
- 30 : nettoyage + nouveau sourcing process
- 60 : 1 nouveau canal d'inbound activé (contenu, communauté)
- 90 : système de cooptation déployé

KPIs : volume vivier, qualité (score moyen), conversion vivier → entretien.","vivier,90-jours,recruteur,quality","avancé","non","Plan amélioration vivier 90 jours"
"M161","Prospection commerciale","Cibler","Personal brander","Mes 20 prospects les plus engagés avec mon contenu","Identifie les 20 personnes qui ont le plus interagi avec mes contenus LinkedIn dans les 60 derniers jours et qui pourraient devenir clients.

MON OFFRE
[À COMPLÉTER : produit / service / coaching / formation]
[À COMPLÉTER : pricing range]

CRITÈRES
- A interagi avec mes contenus 3+ fois sur 60 jours
- Profil match avec mon ICP cible
- Signal de pouvoir d'achat (poste, boîte, séniorité)

POUR CHAQUE TOP 20
- Score d'engagement avec mes contenus
- Match avec mon ICP
- Type de message à lui envoyer (pas un pitch — une conversation)
- Hook basé sur leur dernière interaction avec mon contenu","engageurs,prospects,20-personnes,personal-brander","avancé","non","Top 20 engageurs convertibles"
"M162","Recherche d'emploi","Découvrir","Personal brander","Sponsoring / partenariats marque pour monétiser mon audience","Identifie les marques et entreprises qui pourraient sponsoriser mon contenu ou m'employer comme ambassadeur.

MON AUDIENCE / MON THÈME
[À COMPLÉTER]

PROFILS DE SPONSORS POTENTIELS
- Outils / produits utilisés par mon audience (SaaS B2B compatibles avec mon thème)
- Plateformes de formation / coaching
- Marques de consommation alignées (rare en LinkedIn B2B)
- Événements et conférences

POUR CHAQUE PROSPECT SPONSOR
- Match audience
- Format de partenariat possible (post sponsorisé, collab newsletter, ambassadeur)
- Tarif estimé pour ma taille d'audience
- Décideur à contacter (Head of Marketing, CMO)","monetisation,sponsoring,personal-brander,partenariats-marque","avancé","non","Sponsors potentiels avec décideurs"
"M163","Apprentissage & Carrière","Surveiller","Personal brander","Évolution de mes algos LinkedIn et signaux de changement","Surveille les signaux d'évolution de l'algorithme LinkedIn et alerte-moi des changements à intégrer.

SIGNAUX À DÉTECTER
- Posts d'experts LinkedIn analysant des changements
- Annonces officielles de LinkedIn
- Évolution des best practices (formats qui marchent / ne marchent plus)
- Témoignages de créateurs qui voient leur reach changer
- Posts de Richard van der Blom, Justin Welsh, et autres analystes algo

Format : ""[Source] | [Changement détecté] | [Implication pour mon contenu] | [Adaptation recommandée]"".","algo-linkedin,heartbeat,personal-brander","avancé","oui","Veille algo LinkedIn"
"M164","Networking & Relations","Activer","Personal brander","Plan d'invitation à mon prochain live / événement","Construis-moi un plan d'invitation pour mon prochain live LinkedIn / podcast / événement.

L'ÉVÉNEMENT
- Format : [À COMPLÉTER]
- Date : [À COMPLÉTER]
- Sujet : [À COMPLÉTER]
- Invité(s) : [À COMPLÉTER si applicable]

LE PLAN
- J-21 : annonce publique sur LinkedIn (post + commentaire teaser)
- J-14 : DMs personnalisés à 30 personnes prioritaires (super-fans + ICP)
- J-7 : 2e post LinkedIn (recap des inscrits, social proof)
- J-3 : DMs aux engageurs des derniers posts
- J-1 : reminder LinkedIn + DM individuel aux 10 plus stratégiques
- J0 : live + posts en direct
- J+1 : post recap + replay
- J+3 : DMs aux participants pour conversion (call, prochain événement, etc.)

DELIVRABLES
- Templates de DM par segment
- Templates de posts LinkedIn pour chaque phase","live,evenement,plan-invitation,personal-brander","avancé","non","Plan complet d'invitation événement"
"M165","Création de contenu","Activer","Personal brander","Newsletter LinkedIn de [SUJET] pour ce mois","Rédige le contenu d'une newsletter LinkedIn (1 édition) sur [SUJET] avec le ton et la structure adaptés à mon audience.

CONTEXTE
- Mon audience : [À COMPLÉTER]
- Mon thème éditorial : [À COMPLÉTER]
- Sujet précis de cette édition : [À COMPLÉTER]

LA STRUCTURE
- Titre : court, accrocheur, pas tease pour rien
- Intro (3 phrases) : pourquoi cette édition, à qui elle s'adresse
- Section 1 : Le problème / contexte (4-6 phrases)
- Section 2 : 3 insights ou frameworks (avec des sous-titres)
- Section 3 : Application concrète / 1 exercice / 1 question pour le lecteur
- Closing : CTA léger (commenter, partager, DM)

TONALITÉ
- Pas de jargon inutile
- 1 anecdote personnelle
- 1 stat ou exemple chiffré
- 1 prise de position forte (être un peu clivant)","newsletter,personal-brander,contenu-long,structure","avancé","non","Newsletter LinkedIn complète"
"M166","Veille & Intelligence économique","Cibler","Personal brander","Mes 5 sujets niches non saturés que je peux dominer","Identifie 5 sujets de niche, non saturés, où je pourrais devenir LE référent rapidement.

MON THÈME ÉDITORIAL ACTUEL
[À COMPLÉTER]

MES COMPÉTENCES / EXPÉRIENCES UNIQUES
[À COMPLÉTER]

CRITÈRES POUR UN ""SUJET NICHE NON SATURÉ""
- Volume de recherche / d'intérêt en hausse (>20% sur 6 mois)
- Peu de ""voix de référence"" établies sur LinkedIn (<5 créateurs majeurs)
- Cohérent avec mon expertise (pas un pivot complet)
- Pertinence pour mon ICP audience

POUR CHAQUE SUJET
- Définition en 1 phrase
- Volume estimé d'intérêt (basé sur les posts récents qui décollent)
- Mes 5 premiers angles / posts à produire
- Qui sont les rares experts existants
- Plan de positionnement sur 6 mois","niche-non-saturee,5-sujets,personal-brander,positionnement","avancé","oui","5 niches blue-ocean avec plan"
"M167","Prospection commerciale","Activer","Investisseur","Email à un founder que j'aimerais avoir dans mon portfolio","Rédige l'email à envoyer à [NOM FOUNDER] que j'aimerais financer mais qui n'a pas encore initié de levée.

CONTEXTE
- Sa boîte : [À COMPLÉTER]
- Pourquoi je le veux : [À COMPLÉTER : produit, traction, vision]
- Mon différenciateur en tant qu'investisseur : [À COMPLÉTER]
- Ce que je propose concrètement : [À COMPLÉTER : meeting / pre-empt / etc.]

CONTRAINTES
- 6 phrases max
- Pas un ""j'aimerais investir, parlons"" — trop générique
- Compliment précis sur quelque chose qu'il a fait (sans flagornerie)
- Articulation immédiate de mon value-add unique
- CTA explicite et asymétrique

3 variantes :
- ""Pre-empt"" : je veux investir avant que tu ouvres une vraie ronde
- ""Conversation"" : juste apprendre à se connaître, pas d'engagement
- ""Specific value"" : un apport concret (intro, conseil, recrutement)","investisseur,founder,3-variantes,outreach","avancé","non","3 emails investisseur-founder"
"M168","Veille & Intelligence économique","Activer","Investisseur","Mémo d'investissement pour [BOÎTE] que j'évalue","Construis-moi le squelette d'un mémo d'investissement pour [BOÎTE] que j'évalue.

CONTEXTE
- Ma thèse : [À COMPLÉTER]
- Mon ticket cible : [À COMPLÉTER]

LES SECTIONS DU MÉMO
1. Executive summary (5 phrases max)
2. Pourquoi cette boîte (3 raisons fortes)
3. Pourquoi cette équipe
4. Marché et timing
5. Modèle business + unit economics
6. Concurrence et défensibilité
7. Risques majeurs (top 3)
8. Termes du deal proposés
9. Use of funds
10. Décision et next steps

POUR CHAQUE SECTION
- Données à collecter (LinkedIn pour la team, financials pour les unit economics, etc.)
- Questions à poser au founder
- Red flags à surveiller","memo-investissement,due-dilligence,investisseur","avancé","non","Squelette de mémo d'investissement"
"M169","Communauté & Événements","Activer","Investisseur","Plan d'organisation d'un dîner founders pour mon deal flow","Construis-moi un plan complet pour organiser un dîner founders qui alimente mon deal flow.

CONTEXTE
- Ma thèse : [À COMPLÉTER]
- Format souhaité : dîner 8-12 founders, sujet thématique
- Géographie : [À COMPLÉTER]
- Fréquence : [À COMPLÉTER : trimestriel ?]

LE PLAN
1. Choix du sujet (qui doit attirer mon ICP founder)
2. Choix d'un guest speaker (founder reconnu, qui valide la qualité)
3. Liste des 30 founders à inviter (filtrer pour avoir 10-12 confirmations)
4. Stratégie d'invitation (4 semaines avant)
5. Format du dîner (ice breaker, animation, time pour les conversations)
6. Stratégie post-dîner (qui je rappelle dans la semaine, pour quoi)

DELIVRABLES
- Brief événement complet
- Templates d'invitation par profil
- Checklist logistique","dinner-founders,deal-flow,investisseur,plan-event","avancé","non","Plan complet dîner founders"
"M170","Apprentissage & Carrière","Découvrir","Investisseur","Frameworks de due diligence des meilleurs VC","Identifie les meilleurs frameworks de due diligence partagés publiquement par des VCs reconnus, applicables à ma thèse.

MA THÈSE
- Stade : [À COMPLÉTER]
- Secteur : [À COMPLÉTER]

CATÉGORIES DE FRAMEWORKS
- Évaluation de l'équipe / founders
- Évaluation du marché et du timing
- Évaluation du produit et de la traction
- Évaluation du business model et unit economics
- Évaluation des risques et de la défensibilité

POUR CHAQUE FRAMEWORK
- VC ou investisseur source
- Description en 5-8 lignes
- Applicabilité à ma thèse
- Source pour creuser (essai, podcast, livre)","due-diligence,frameworks,investisseur,best-practices","avancé","non","Bibliothèque de frameworks DD"
"M171","Networking & Relations","Surveiller","Investisseur","Mes founders portfolio qui ont besoin d'aide (sans le demander)","Surveille mes founders portfolio et alerte-moi quand un signal indique qu'ils sont en difficulté ou qu'ils ont besoin d'aide.

MON PORTFOLIO
[À COMPLÉTER]

SIGNAUX D'ALERTE
- Diminution drastique de l'activité LinkedIn
- Posts émotionnels ou philosophiques (sortie de zone confort)
- Annonces de départs d'équipe (signal de problème interne)
- Pivot non communiqué officiellement (basé sur changements profil entreprise)
- Posts du founder sur l'épuisement, le doute, la difficulté
- Disparition d'un co-fondateur

Action recommandée pour chaque signal : ""[Founder] | [Signal] | [Niveau d'urgence] | [Action : check-in léger / proposer aide / activer mon réseau pour eux]"".","portfolio,detresse,heartbeat,investisseur,care","avancé","oui","Veille bien-être founders portfolio"
